mean_std_ratio,N50,contrast,image
11.536945,0,0.18571322,rs931729n00
31.455334,0,0.17223862,rs931730n00
32.848866,0,0.1267688,rs931731n00
16.268295,0,0.14580457,rs931732n00
16.953762,0,0.15800822,rs931733n00
2.167344,0,0.7566546,rs931734n00
3.470356,0,0.5930185,rs931735n00
13.833087,0,0.27447048,rs931736n00
6.8123884,0,0.35599744,rs931737n00
17.660156,0,0.18665795,rs931738n00
7.9961123,0,0.4499192,rs931739n00
6.29882,0,0.3800118,rs931740n00
3.8241444,0,0.46317172,rs931741n00
4.76545,0,0.4854591,rs931742n00
15.366474,0,0.24556202,rs931743n00
12.344865,0,0.2666512,rs931744n00
9.968774,0,0.23396161,rs931745n00
34.279984,0,0.09912117,rs931746n00
11.746101,0,0.17436026,rs931747n00
21.467901,0,0.15081485,rs931748n00
15.7879715,0,0.18990466,rs931749n00
12.968033,0,0.16701984,rs931750n00
5.9884715,0,0.34926912,rs931751n00
22.911629,0,0.122426584,rs931752n00
4.39401,0,0.47928938,rs931753n00
3.864126,0,0.48758343,rs931754n00
4.3523493,0,0.5812663,rs931755n00
10.9572935,0,0.23006175,rs931756n00
32.988403,0,0.18049502,rs931757n00
6.3212643,0,0.4474655,rs931758n00
13.997372,0,0.18128233,rs931759n00
7.7796097,0,0.35339308,rs931760n00
2.057759,11329,0.7893242,rs931761n00
16.08058,0,0.54241204,rs931762n00
23.512362,0,0.1284568,rs931763n00
27.350254,0,0.12368178,rs931764n00
24.968473,0,0.14242381,rs931801n00
4.4875383,0,0.36991516,rs931802n00
5.6181498,0,0.43203023,rs931803n00
11.600762,0,0.3111258,rs931804n00
5.1086006,0,0.37575316,rs931805n00
8.472885,0,0.3599087,rs931806n00
3.9453442,0,0.7047944,rs931807n00
3.7460542,10240,1.0,rs931808n00
1.3577036,47904,1.0,rs931809n00
4.5854526,0,0.43888462,rs931810n00
10.279657,0,0.28808695,rs931811n00
9.15029,0,0.26971886,rs931812n00
5.1321177,0,0.4300304,rs931813n00
22.36951,0,0.14375973,rs931814n00
17.874851,0,0.18388583,rs931815n00
13.2846365,0,0.17849952,rs931816n00
37.529552,0,0.095538214,rs931817n00
12.845698,0,0.2575124,rs931818n00
3.8217351,0,0.79030186,rs931819n00
11.560964,0,0.18346487,rs931820n00
3.5189333,0,0.5825646,rs931821n00
2.239979,21541,1.0,rs931822n00
9.346776,0,0.2817634,rs931823n00
10.248168,0,0.27903664,rs931824n00
9.841376,0,0.30105224,rs931825n00
7.330838,0,0.2941409,rs931826n00
5.8447948,0,0.4590996,rs931827n00
12.371585,0,0.17566647,rs931828n00
3.672939,47,0.8115774,rs931829n00
6.976069,0,0.5582557,rs931830n00
16.164722,0,0.15892975,rs931831n00
23.075508,0,0.117374286,rs931832n00
8.377849,0,0.69943726,rs931833n00
1.6611336,2706,0.8609155,rs931834n00
7.014663,0,0.59874123,rs931835n00
12.246167,0,0.316446,rs931836n00
8.244854,0,0.340191,rs931837n00
18.763184,0,0.14955795,rs931838n00
2.6726117,18497,1.0,rs931839n00
4.207086,0,0.7302706,rs931840n00
3.0127044,0,0.55393255,rs931841n00
4.1006026,0,0.540925,rs931842n00
5.9967093,0,0.44695413,rs931843n00
12.173109,0,0.28096172,rs931844n00
10.645134,0,0.28765666,rs931845n00
10.07235,0,0.3027851,rs931846n00
13.548956,0,0.26345214,rs931847n00
19.274971,0,0.2365139,rs931848n00
12.426015,0,0.36353043,rs931849n00
21.150614,0,0.10982402,rs931850n00
5.304368,0,0.43689704,rs931851n00
19.391058,0,0.22504906,rs931852n00
5.7447815,0,0.44332126,rs931853n00
3.512573,0,0.55933094,rs931854n00
5.041555,0,0.57231283,rs931855n00
8.429211,0,0.3801571,rs931856n00
42.07827,0,0.15565982,rs931857n00
6.0944324,0,0.3246685,rs931858n00
3.0952783,2234,0.85396624,rs931859n00
3.8952646,3389,0.87379193,rs931860n00
3.1943266,3195,0.7655109,rs931861n00
3.509361,0,0.75280833,rs931862n00
21.378475,0,0.13883048,rs931863n00
27.141912,0,0.13304171,rs931864n00
24.417948,0,0.12853453,rs931901n00
10.398652,0,0.31941453,rs931902n00
4.9373403,0,0.46808845,rs931903n00
4.2549686,0,0.5711443,rs931904n00
10.138417,0,0.38385838,rs931905n00
5.5371733,0,0.40293717,rs931906n00
6.8807716,0,0.2966759,rs931907n00
6.407643,104,0.75430983,rs931908n00
1.3136218,59520,1.0,rs931909n00
3.762374,0,0.697992,rs931910n00
5.8279634,0,0.29716352,rs931911n00
5.753433,0,0.4223949,rs931912n00
3.925659,0,0.5597763,rs931913n00
20.202011,0,0.1465612,rs931914n00
17.671091,0,0.1871241,rs931915n00
11.562649,0,0.18943645,rs931916n00
36.13314,0,0.094989076,rs931917n00
10.045573,0,0.40227672,rs931918n00
6.3872204,0,0.37433937,rs931919n00
9.388651,0,0.28036106,rs931920n00
2.8800046,5895,1.0,rs931921n00
2.7786074,7209,1.0,rs931922n00
8.644543,0,0.2601823,rs931923n00
9.071903,0,0.40407935,rs931924n00
9.323598,0,0.24352942,rs931925n00
13.365234,0,0.2322822,rs931926n00
11.436782,0,0.21416262,rs931927n00
11.209626,0,0.41042525,rs931928n00
10.733653,0,0.3929475,rs931929n00
19.648018,0,0.23074034,rs931930n00
18.462704,0,0.16059223,rs931931n00
25.871607,0,0.1252404,rs931932n00
2.2725878,19,0.8214514,rs931933n00
2.1084905,7495,0.829843,rs931934n00
11.625183,0,0.42802352,rs931935n00
6.406444,0,0.5377793,rs931936n00
6.359352,0,0.5613371,rs931937n00
15.039126,0,0.20697658,rs931938n00
3.4291105,5752,1.0,rs931939n00
3.0381474,0,0.7718117,rs931940n00
2.5475297,0,0.7582636,rs931941n00
5.7033305,0,0.50805414,rs931942n00
8.633078,0,0.40812206,rs931943n00
2.5840855,16681,1.0,rs931944n00
9.532899,0,0.23779844,rs931945n00
17.169655,0,0.17345606,rs931946n00
16.247587,0,0.16160023,rs931947n00
15.150777,0,0.23623396,rs931948n00
6.1183934,0,0.47788832,rs931949n00
21.70604,0,0.1393056,rs931950n00
6.2790694,0,0.33999917,rs931951n00
1.7259994,52023,1.0,rs931952n00
2.6075644,19256,1.0,rs931953n00
3.3323276,0,0.5720866,rs931954n00
4.7374086,0,0.49042526,rs931955n00
3.2008903,6,0.8077295,rs931956n00
4.3135457,1,0.80147344,rs931957n00
3.7003295,960,0.81821716,rs931958n00
5.905022,0,0.7173029,rs931959n00
6.6822276,390,0.8191256,rs931960n00
3.179974,0,0.6346313,rs931961n00
2.1657405,9227,1.0,rs931962n00
21.73504,0,0.14270273,rs931963n00
22.770765,0,0.13648027,rs931964n00
23.400385,0,0.13657886,rs932001n00
24.611824,0,0.12568495,rs932002n00
5.5533566,0,0.30997258,rs932003n00
7.3478265,0,0.3867575,rs932004n00
7.1496844,0,0.52213496,rs932005n00
4.489366,0,0.41965255,rs932006n00
9.823165,0,0.27548757,rs932007n00
4.502343,3976,1.0,rs932008n00
1.5052418,66830,1.0,rs932009n00
2.4449277,8118,1.0,rs932010n00
7.5159006,0,0.2661862,rs932011n00
3.67068,0,0.57261467,rs932012n00
3.408188,0,0.66439784,rs932013n00
17.220573,0,0.18350099,rs932014n00
17.243608,0,0.194568,rs932015n00
14.132706,0,0.17482968,rs932016n00
23.604145,0,0.118232235,rs932017n00
4.603916,0,0.435072,rs932018n00
9.638949,0,0.2895063,rs932019n00
5.4472466,0,0.49323243,rs932020n00
3.4139056,2113,0.9845558,rs932021n00
4.6301446,0,0.4436392,rs932022n00
6.298317,0,0.48731336,rs932023n00
5.662475,0,0.50902647,rs932024n00
7.914012,0,0.38151154,rs932025n00
7.4959764,0,0.5988192,rs932026n00
5.4740195,0,0.6249442,rs932027n00
10.833763,0,0.39634785,rs932028n00
18.221754,0,0.16956082,rs932029n00
19.002699,0,0.1525501,rs932030n00
19.96088,0,0.13237607,rs932031n00
2.4767618,7,0.8148938,rs932032n00
2.1004207,67,0.7920643,rs932033n00
4.272417,0,0.734392,rs932034n00
5.8385677,0,0.63275784,rs932035n00
3.6320128,0,0.6511048,rs932036n00
12.939787,0,0.19718668,rs932037n00
11.491037,0,0.3568678,rs932038n00
4.428076,0,0.4644797,rs932039n00
2.298232,350,0.80998147,rs932040n00
7.105549,0,0.33196482,rs932041n00
12.989773,0,0.2699403,rs932042n00
1.5635941,56000,1.0,rs932043n00
2.7505276,16599,1.0,rs932044n00
23.747766,0,0.14466377,rs932045n00
20.546116,0,0.14504378,rs932046n00
18.780027,0,0.17006195,rs932047n00
12.351907,0,0.28578714,rs932048n00
10.941213,0,0.30286282,rs932049n00
4.036138,3851,0.9385317,rs932050n00
3.4613237,3694,0.9423237,rs932051n00
11.650088,0,0.42319804,rs932052n00
2.985016,3205,0.9024588,rs932053n00
3.514754,0,0.6203239,rs932054n00
3.9130337,0,0.666548,rs932055n00
2.7399457,15,0.8051952,rs932056n00
7.786466,0,0.63512063,rs932057n00
7.233935,0,0.47602427,rs932058n00
10.53454,0,0.30848178,rs932059n00
2.644556,0,0.6831643,rs932060n00
1.9689711,17278,1.0,rs932061n00
6.9191065,0,0.63056403,rs932062n00
18.335915,0,0.13669716,rs932063n00
34.20738,0,0.10561126,rs932101n00
24.217804,0,0.10337746,rs932102n00
6.4058003,0,0.2995816,rs932103n00
4.4420695,0,0.53745455,rs932104n00
4.753986,0,0.5227009,rs932105n00
4.619109,0,0.38669884,rs932106n00
9.896552,0,0.29645675,rs932107n00
6.356696,0,0.35823244,rs932108n00
1.5169721,72375,1.0,rs932109n00
2.0369563,19905,1.0,rs932110n00
10.442927,0,0.26501304,rs932111n00
2.7998362,0,0.6622869,rs932112n00
6.3882837,0,0.6657516,rs932113n00
19.103622,0,0.15966803,rs932114n00
17.112585,0,0.16583648,rs932115n00
11.617668,0,0.22098635,rs932116n00
5.9338427,0,0.43271902,rs932117n00
6.274587,0,0.36509264,rs932118n00
8.96646,0,0.4165838,rs932119n00
3.8421342,0,0.54448396,rs932120n00
3.6795075,0,0.52637833,rs932121n00
10.5772505,0,0.3202119,rs932122n00
10.246515,0,0.27250487,rs932123n00
11.573644,0,0.28811228,rs932124n00
13.451857,0,0.22824046,rs932125n00
9.211384,0,0.27961105,rs932126n00
21.813635,0,0.14626044,rs932127n00
25.8214,0,0.12834461,rs932128n00
16.46084,0,0.14087251,rs932129n00
10.081428,0,0.5586158,rs932130n00
1.6774784,2760,0.85055906,rs932131n00
4.046884,0,0.73880976,rs932132n00
5.881993,0,0.51987565,rs932133n00
5.1671214,0,0.5826792,rs932134n00
14.890215,0,0.4630738,rs932135n00
9.365355,0,0.31567958,rs932136n00
4.8646493,0,0.49603924,rs932137n00
2.1534693,8055,0.878734,rs932138n00
2.8169312,4057,0.8058418,rs932139n00
9.962554,0,0.35244346,rs932140n00
15.085122,0,0.18013364,rs932141n00
3.0851707,11192,1.0,rs932142n00
18.598751,0,0.1408725,rs932143n00
8.02366,0,0.50048083,rs932144n00
20.501448,0,0.15313827,rs932145n00
16.538536,0,0.15903224,rs932146n00
5.638368,0,0.39291787,rs932147n00
7.727549,0,0.42931297,rs932148n00
2.26651,23252,0.9430706,rs932149n00
23.321022,0,0.1192062,rs932150n00
5.593411,0,0.4314672,rs932151n00
3.332127,0,0.53612113,rs932152n00
3.6587982,0,0.584861,rs932153n00
5.5851097,0,0.6764043,rs932154n00
7.4716907,0,0.4785218,rs932155n00
4.485618,0,0.6183632,rs932156n00
9.389821,0,0.27671924,rs932157n00
4.4121413,0,0.5490474,rs932158n00
3.7892363,7564,0.68022966,rs932159n00
2.2988625,0,0.73237467,rs932160n00
25.373795,0,0.12491633,rs932161n00
36.292995,0,0.10600308,rs932201n00
39.017612,0,0.09821862,rs932202n00
19.007433,0,0.2694483,rs932203n00
5.6554255,0,0.40912125,rs932204n00
6.588557,0,0.41218805,rs932205n00
4.879961,0,0.6317008,rs932206n00
7.1839166,0,0.59128773,rs932207n00
3.768246,0,0.53321004,rs932208n00
1.5076678,71834,1.0,rs932209n00
2.3728983,13120,1.0,rs932210n00
4.166023,0,0.58505255,rs932211n00
1.9969854,0,0.7373346,rs932212n00
11.256843,0,0.20929292,rs932213n00
16.575253,0,0.16960254,rs932214n00
10.913139,0,0.20124644,rs932215n00
7.1882687,0,0.38306987,rs932216n00
7.355333,0,0.35118863,rs932217n00
6.678809,0,0.42245665,rs932218n00
3.2512321,4493,0.90505815,rs932219n00
3.940568,0,0.58386505,rs932220n00
6.101051,0,0.5844394,rs932221n00
5.0353065,0,0.6169656,rs932222n00
8.324575,0,0.483408,rs932223n00
9.783603,0,0.24171516,rs932224n00
17.804579,0,0.21020848,rs932225n00
21.294998,0,0.12830137,rs932226n00
17.029964,0,0.15441793,rs932227n00
9.918475,0,0.46723384,rs932228n00
1.6090639,11368,0.86552423,rs932229n00
4.1789484,1761,0.79299587,rs932230n00
5.887633,0,0.40422976,rs932231n00
6.8619647,0,0.5554817,rs932232n00
14.90896,0,0.19256803,rs932233n00
12.103089,0,0.2744457,rs932234n00
4.872952,0,0.4924959,rs932235n00
1.552168,54996,1.0,rs932236n00
5.432904,1869,0.8751824,rs932237n00
22.142466,0,0.1287289,rs932238n00
14.892839,0,0.24360022,rs932239n00
7.265617,0,0.36762807,rs932240n00
10.463052,0,0.39211896,rs932241n00
4.8895464,0,0.49805695,rs932242n00
22.386457,0,0.13719505,rs932243n00
6.120938,0,0.41157973,rs932244n00
5.172911,0,0.50397027,rs932245n00
6.0241885,0,0.59094,rs932246n00
3.67177,4405,0.89667743,rs932247n00
6.0450335,0,0.46320438,rs932248n00
4.1011353,0,0.58935803,rs932249n00
2.73648,0,0.6595507,rs932250n00
5.731114,0,0.44864932,rs932251n00
10.083552,0,0.31581163,rs932252n00
23.564358,0,0.16654205,rs932253n00
7.2418966,0,0.3086908,rs932254n00
6.8305836,0,0.38102964,rs932255n00
3.2227635,5378,0.7785438,rs932256n00
2.107196,3440,0.7939776,rs932257n00
5.4908743,0,0.6271229,rs932258n00
21.291418,0,0.23955436,rs932301n00
31.04008,0,0.14696772,rs932302n00
24.186142,0,0.14178687,rs932303n00
5.0571237,0,0.35375658,rs932304n00
6.923398,0,0.29945272,rs932305n00
8.2994795,0,0.3617738,rs932306n00
8.177089,0,0.33142358,rs932307n00
2.6943333,0,0.739957,rs932308n00
1.1106043,82840,1.0,rs932309n00
2.9976325,9453,1.0,rs932310n00
2.2297175,0,0.7684648,rs932311n00
2.5654356,0,0.75224596,rs932312n00
12.867008,0,0.2429162,rs932313n00
10.703775,0,0.22409637,rs932314n00
7.7022667,0,0.38286558,rs932315n00
7.459063,0,0.3792276,rs932316n00
5.9194517,0,0.4083339,rs932317n00
2.5704064,2890,0.8943748,rs932318n00
2.916723,0,0.7037307,rs932319n00
4.9595222,140,0.86324346,rs932320n00
1.8782436,27424,1.0,rs932321n00
6.3532233,0,0.43565702,rs932322n00
7.449826,0,0.26780292,rs932323n00
18.95704,0,0.18253998,rs932324n00
19.250896,0,0.16688035,rs932325n00
10.339458,0,0.5495496,rs932326n00
1.829887,2917,0.8506636,rs932327n00
4.067141,961,0.76736784,rs932328n00
5.092389,0,0.6214062,rs932329n00
12.5407715,0,0.27008796,rs932330n00
4.8742967,0,0.67451966,rs932331n00
14.650113,0,0.35423213,rs932332n00
4.659796,0,0.717213,rs932333n00
1.340475,74088,1.0,rs932334n00
14.606916,0,0.44084603,rs932335n00
19.377342,0,0.13863258,rs932336n00
8.980069,0,0.28687286,rs932337n00
9.961968,0,0.35336512,rs932338n00
13.192387,0,0.41413832,rs932339n00
14.613355,0,0.3767647,rs932340n00
4.452506,0,0.6521038,rs932341n00
3.9579086,0,0.5540063,rs932342n00
4.27109,0,0.5642439,rs932343n00
4.8356543,0,0.5042119,rs932344n00
10.591805,0,0.34771523,rs932345n00
4.7879386,0,0.5246848,rs932346n00
3.4436545,0,0.5879332,rs932347n00
3.8198738,0,0.56866217,rs932348n00
7.623404,0,0.3274053,rs932349n00
12.000758,0,0.24987125,rs932350n00
10.035895,0,0.2938598,rs932351n00
7.391577,0,0.3374013,rs932352n00
3.3223221,0,0.5169907,rs932353n00
3.7482328,2412,0.6067374,rs932354n00
2.0853472,1956,0.7947637,rs932355n00
4.056071,0,0.5200167,rs932401n00
9.883608,0,0.3211701,rs932402n00
17.365238,0,0.22123662,rs932403n00
7.5547204,0,0.31230727,rs932404n00
6.506277,0,0.3224765,rs932405n00
10.5075245,0,0.41747233,rs932406n00
4.9881907,0,0.56967664,rs932407n00
2.136076,0,0.6479079,rs932408n00
0.97926867,71659,1.0,rs932409n00
3.0495102,4363,1.0,rs932410n00
2.3442214,0,0.74408513,rs932411n00
8.733088,0,0.52358586,rs932412n00
13.513064,0,0.209159,rs932413n00
12.085436,0,0.3216893,rs932414n00
6.8293514,0,0.3416177,rs932415n00
3.6416795,0,0.5362652,rs932416n00
2.4475043,0,0.71344155,rs932417n00
3.4319851,0,0.72903806,rs932418n00
5.8740654,861,0.9564139,rs932419n00
3.8647213,3695,1.0,rs932420n00
6.1788664,0,0.2918449,rs932421n00
20.863905,0,0.16704066,rs932422n00
17.922546,0,0.16610616,rs932423n00
11.851556,0,0.6292263,rs932424n00
2.0863948,0,0.7376963,rs932425n00
3.3164022,0,0.6495256,rs932426n00
2.8383348,0,0.64063793,rs932427n00
10.75382,0,0.36033213,rs932428n00
13.079165,0,0.20317261,rs932429n00
8.663704,0,0.37321627,rs932430n00
3.142544,7855,1.0,rs932431n00
1.354292,72309,1.0,rs932432n00
18.842682,0,0.16614768,rs932433n00
18.12584,0,0.13315926,rs932434n00
9.438843,0,0.27082685,rs932435n00
8.283712,0,0.26915333,rs932436n00
19.721241,0,0.19315429,rs932437n00
19.897804,0,0.17249647,rs932438n00
4.171346,0,0.4909678,rs932439n00
7.204564,0,0.5085749,rs932440n00
6.459829,0,0.5301314,rs932441n00
4.079862,0,0.4812169,rs932442n00
10.9717455,0,0.30004564,rs932443n00
5.9613996,0,0.5106962,rs932444n00
3.9052472,0,0.5121602,rs932445n00
4.3431826,0,0.4880563,rs932446n00
9.136032,0,0.25769117,rs932447n00
18.200132,0,0.17667969,rs932448n00
10.477694,0,0.23507793,rs932449n00
5.968862,0,0.41249245,rs932450n00
3.2255335,4950,0.8344016,rs932451n00
2.3368425,14848,0.89202297,rs932452n00
4.25339,11,0.7546386,rs932501n00
4.8191195,0,0.46490526,rs932502n00
6.1833715,0,0.40329763,rs932503n00
9.11401,0,0.36739972,rs932504n00
5.8581147,0,0.31174186,rs932505n00
4.764175,0,0.5076612,rs932506n00
6.0773597,0,0.43262506,rs932507n00
2.0229685,2998,0.99847513,rs932508n00
1.0749383,59247,1.0,rs932509n00
2.0978568,0,0.72503287,rs932510n00
2.820784,0,0.674648,rs932511n00
10.223661,0,0.31504592,rs932512n00
3.821614,0,0.84894484,rs932513n00
4.022064,0,0.83178675,rs932514n00
2.6702704,759,0.931561,rs932515n00
3.3118846,0,0.80077493,rs932516n00
7.8588643,0,0.4935503,rs932517n00
8.869707,0,0.25544062,rs932518n00
6.4544625,0,0.27260372,rs932519n00
17.059319,0,0.2134802,rs932520n00
9.480827,0,0.30328944,rs932521n00
4.567173,0,0.6040631,rs932522n00
2.927604,0,0.68178207,rs932523n00
4.60714,0,0.5323855,rs932524n00
4.9669995,0,0.44513538,rs932525n00
5.914136,0,0.465069,rs932526n00
8.104675,0,0.41971406,rs932527n00
4.7966714,151,0.8507724,rs932528n00
1.3692492,68324,1.0,rs932529n00
10.349167,0,0.69280845,rs932530n00
16.122396,0,0.18245465,rs932531n00
10.957359,0,0.27270257,rs932532n00
9.625208,0,0.2147928,rs932533n00
20.34262,0,0.23362762,rs932534n00
7.4130716,0,0.3329401,rs932535n00
5.254842,0,0.45900214,rs932536n00
8.436492,0,0.40679207,rs932537n00
7.7032714,0,0.45566416,rs932538n00
2.8975363,574,0.77536374,rs932539n00
10.982762,0,0.25253722,rs932540n00
7.0641155,0,0.34005395,rs932541n00
2.3521755,12357,0.93093294,rs932542n00
4.507781,0,0.76707566,rs932543n00
9.76759,0,0.27144328,rs932544n00
15.234354,0,0.21953218,rs932545n00
6.110778,0,0.3953498,rs932546n00
4.957217,1368,0.86924905,rs932547n00
3.0875015,21732,0.93298525,rs932548n00
3.4021215,2901,0.8703159,rs932601n00
8.610021,0,0.39454812,rs932602n00
6.415008,0,0.38678688,rs932603n00
4.2690187,0,0.500561,rs932604n00
3.5592957,0,0.55725586,rs932605n00
4.1738796,0,0.50621706,rs932606n00
3.9569757,0,0.5980784,rs932607n00
1.8635483,14215,0.99591887,rs932608n00
1.7836865,6183,0.9472871,rs932609n00
2.9279244,0,0.65711683,rs932610n00
5.921729,0,0.42635757,rs932611n00
5.733391,0,0.50324583,rs932612n00
1.8429698,1795,0.9603338,rs932613n00
2.1323001,5066,0.96521324,rs932614n00
6.397701,0,0.40664104,rs932615n00
7.9917684,0,0.32306388,rs932616n00
7.917209,0,0.4433848,rs932617n00
4.6111484,0,0.40830362,rs932618n00
7.627636,0,0.42301258,rs932619n00
3.7510293,0,0.50732565,rs932620n00
3.3778791,5267,0.899316,rs932621n00
3.8932722,0,0.63532466,rs932622n00
7.528942,0,0.31057516,rs932623n00
5.7990713,0,0.5174011,rs932624n00
2.1437337,33158,1.0,rs932625n00
1.4985157,63143,1.0,rs932626n00
11.251047,0,0.27109802,rs932627n00
18.242157,0,0.30439284,rs932628n00
9.463312,0,0.33680105,rs932629n00
26.24831,0,0.21014921,rs932630n00
5.461984,0,0.3819907,rs932631n00
6.0529876,0,0.43617278,rs932632n00
6.601785,0,0.32945186,rs932633n00
7.5517383,0,0.28828952,rs932634n00
2.990803,2211,0.73397195,rs932635n00
4.538464,0,0.7175731,rs932636n00
5.8788443,0,0.4525023,rs932637n00
2.6136994,11252,0.9483871,rs932638n00
6.6158614,0,0.4422607,rs932639n00
9.284042,0,0.2840237,rs932640n00
11.481869,0,0.354512,rs932641n00
3.2159703,0,0.5481326,rs932642n00
2.8063452,16037,0.9291729,rs932643n00
1.8714654,53994,1.0,rs932701n00
4.8821826,0,0.47962344,rs932702n00
3.5560398,0,0.6311729,rs932703n00
4.997083,0,0.6158095,rs932704n00
2.2839422,0,0.6586267,rs932705n00
3.461364,0,0.556701,rs932706n00
3.1114676,0,0.7511223,rs932707n00
1.8151208,0,0.9058338,rs932708n00
2.702049,0,0.8006319,rs932709n00
2.9911766,0,0.5937256,rs932710n00
2.3481724,0,0.7360459,rs932711n00
2.7498314,0,0.6437332,rs932712n00
3.4444222,0,0.6755042,rs932713n00
4.7827787,0,0.51167184,rs932714n00
3.9615047,0,0.5118812,rs932715n00
4.724021,0,0.6422503,rs932716n00
2.4768078,3233,0.8962384,rs932717n00
6.564515,0,0.42802355,rs932718n00
5.7214313,0,0.42881438,rs932719n00
7.4441214,0,0.4293753,rs932720n00
3.628053,286,0.813081,rs932721n00
1.9404128,21066,1.0,rs932722n00
1.2790279,71546,1.0,rs932723n00
8.536512,0,0.37025884,rs932724n00
8.189505,0,0.4184723,rs932725n00
6.8663816,0,0.36160398,rs932726n00
9.788696,0,0.30187932,rs932727n00
4.837144,0,0.47356823,rs932728n00
8.453067,0,0.32450786,rs932729n00
8.145732,0,0.39220768,rs932730n00
7.4404426,0,0.36132115,rs932731n00
2.0766768,55714,0.9996338,rs932732n00
2.8716376,19147,0.95128775,rs932733n00
3.411866,6718,0.91647655,rs932734n00
2.668051,11110,0.9385298,rs932735n00
7.474387,0,0.3709755,rs932736n00
11.827178,0,0.24575147,rs932737n00
5.2846694,0,0.54335636,rs932738n00
2.0552948,28299,1.0,rs932739n00
2.7438436,3636,0.851923,rs932801n00
3.3716602,1048,0.8504547,rs932802n00
2.411628,0,0.7648928,rs932803n00
2.522913,0,0.6365498,rs932804n00
3.3827925,0,0.6161681,rs932805n00
2.5702052,0,0.6106469,rs932806n00
2.263479,0,0.81163263,rs932807n00
2.0136652,0,0.9066101,rs932808n00
2.0584536,0,0.8502499,rs932809n00
2.127218,0,0.7252146,rs932810n00
2.7687376,0,0.67374986,rs932811n00
3.6660836,0,0.5426661,rs932812n00
2.8732004,0,0.5612255,rs932813n00
1.8543191,5527,0.9129546,rs932814n00
2.28011,18631,0.9523342,rs932815n00
5.246943,0,0.46864778,rs932816n00
3.4370162,1679,0.8242859,rs932817n00
1.7493699,26086,1.0,rs932818n00
1.4088403,62972,1.0,rs932819n00
5.466869,0,0.5077765,rs932820n00
6.99311,0,0.3842384,rs932821n00
6.6800647,0,0.39958143,rs932822n00
4.6073046,0,0.4911714,rs932823n00
7.081411,0,0.41136688,rs932824n00
5.3875217,0,0.4954474,rs932825n00
6.7574577,0,0.4170739,rs932826n00
3.3653266,18665,0.8368183,rs932827n00
3.2352803,13891,0.86170846,rs932828n00
3.4575114,95,0.7944197,rs932829n00
4.3172016,0,0.5115325,rs932830n00
7.101956,0,0.59043807,rs932831n00
5.649695,0,0.58770233,rs932832n00
3.6116269,0,0.6250651,rs932833n00
2.7744753,1482,0.8941009,rs932901n00
2.1900463,16369,0.93064845,rs932902n00
2.5799148,0,0.7933394,rs932903n00
1.4974418,46326,1.0,rs932904n00
1.6697812,13882,0.98449564,rs932905n00
2.2581034,0,0.70643675,rs932906n00
1.076634,0,0.9244142,rs932907n00
1.0314786,0,0.93178874,rs932908n00
2.8024342,0,0.68160933,rs932909n00
3.2519805,0,0.55944216,rs932910n00
4.2262864,0,0.571247,rs932911n00
3.7918615,0,0.45517933,rs932912n00
3.7144787,0,0.7329244,rs932913n00
1.9567719,8147,0.9599833,rs932914n00
1.8244908,46446,1.0,rs932915n00
1.7867738,18207,1.0,rs932916n00
9.683044,0,0.4502844,rs932917n00
4.868936,0,0.44005454,rs932918n00
4.8183026,0,0.46156076,rs932919n00
6.897537,0,0.3753489,rs932920n00
5.839649,2073,0.7427402,rs932921n00
4.013333,10865,0.9454373,rs932922n00
5.4530864,31,0.59551054,rs932923n00
3.399339,9262,1.0,rs932924n00
1.9952096,37920,1.0,rs932925n00
2.1083865,12456,0.99823153,rs932926n00
4.2662024,0,0.7511223,rs932927n00
6.00922,0,0.4094243,rs932928n00
3.5571063,0,0.65715873,rs933001n00
1.4440109,27813,1.0,rs933002n00
1.0244638,64280,1.0,rs933003n00
2.0338027,18530,0.97844464,rs933004n00
2.8178396,0,0.7253508,rs933005n00
2.114271,0,0.7705193,rs933006n00
4.1089067,0,0.55303824,rs933007n00
4.755962,0,0.5098956,rs933008n00
2.9283137,0,0.69614613,rs933009n00
2.0486376,0,0.82008547,rs933010n00
2.304242,8665,0.96238965,rs933011n00
2.2310517,4717,0.9664526,rs933012n00
6.573733,0,0.44762534,rs933013n00
3.738969,0,0.5217815,rs933014n00
6.0487356,0,0.47615722,rs933015n00
6.6497884,0,0.56692654,rs933016n00
4.783107,3753,0.9227767,rs933017n00
8.8923435,0,0.3650926,rs933018n00
3.7552552,4690,0.74162173,rs933019n00
4.022904,1003,0.72862756,rs933020n00
2.9629252,0,0.7433429,rs933021n00
2.403382,0,0.61325425,rs933022n00
1.9251999,240,0.8865763,rs933101n00
1.7257653,234,0.9009108,rs933102n00
2.9744663,0,0.69592667,rs933103n00
2.2146235,0,0.7085278,rs933104n00
2.3843956,0,0.67992824,rs933105n00
3.687714,0,0.47197956,rs933106n00
2.984617,0,0.63063604,rs933107n00
3.0221748,0,0.63430506,rs933108n00
3.0588548,0,0.54371995,rs933109n00
4.506718,0,0.57061714,rs933110n00
5.7762194,0,0.45482394,rs933111n00
6.969751,0,0.3933918,rs933112n00
4.710351,0,0.47802162,rs933113n00
3.7064612,582,0.7674568,rs933114n00
5.506644,0,0.5778779,rs933115n00
5.896099,0,0.5315977,rs933116n00
2.2281225,1400,0.99076515,rs933201n00
2.2814987,0,0.7790265,rs933202n00
